,actor_account_id,churn_yn,survival_time,event_num,enterworld_num,levelup_num,joinparty_num,spendmoney_num,duel_num,duel_kd,partybattle_num,completechallengetoday_num,completechallengeweek_num,itemupgrade_successrate,trade_num,buyitemnowmainauction_num,guildlevelup_num,level_min,level_max,class,longest_time_between_events,faction1,faction2,targetaccountid_num,sessions_num,masteryexp,duelpoints_max,partybattlepoints_max,duel_rating_score_max,money_max,gathering_num,has_smurf_yn,average_money_spent_per_session,duels_per_session,partybattles_per_session,average_time_between_events,average_time_between_logins,reason_getmoney,reason_spendmoney
1707,6B8D6B89,1.00,21,39040.00,98.00,63.00,97.00,637.00,6.00,0.50,0.00,1.00,0.00,0.00,19.00,18.00,0.00,1.00,50.00,10.00,448565.65,2.00,0.00,47.00,82.00,10202304.00,400.00,0.00,135595.00,13579765.00,20.00,1.00,76674.29,0.06,0.00,82.10,32702.93,101.00,506.00
1708,6B99DCFC,1.00,22,754.00,7.00,1.00,2.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,50.00,50.00,8.00,437513.07,2.00,0.00,2.00,5.00,10439903.00,0.00,0.00,0.00,30393827.00,0.00,0.00,2440625.71,0.00,0.00,586.96,63209.43,101.00,510.00
1709,6BA373F3,0.00,119,58155.00,411.00,0.00,202.00,2151.00,39.00,3.88,55.00,14.00,0.00,0.00,8.00,116.00,0.00,30.00,50.00,5.00,256587.28,2.00,0.00,305.00,384.00,171069586.00,26328.00,22529.00,159617.00,1239902747.00,423.00,1.00,8600729.68,0.09,0.13,58.00,8182.63,101.00,571.00
1710,6BD456EA,0.00,272+,11456.00,29.00,26.00,0.00,178.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,5.00,50.00,10.00,299388.02,2.00,0.00,3.00,29.00,0.00,8.00,0.00,130000.00,5462586.00,15.00,1.00,4919.69,0.03,0.00,128.54,50165.06,101.00,510.00
1711,6BDFF66D,0.00,274+,33944.00,162.00,1.00,163.00,824.00,0.00,0.00,0.00,14.00,0.00,60.00,1.00,77.00,0.00,50.00,50.00,3.00,497085.56,1.00,0.00,43.00,136.00,20699587.00,0.00,0.00,0.00,25743128.00,34.00,1.00,587357.66,0.00,0.00,92.51,19377.20,101.00,522.00
1712,6BE34CCC,0.00,144,18532.00,96.00,0.00,123.00,615.00,0.00,0.00,0.00,9.00,0.00,87.00,14.00,41.00,0.00,22.00,50.00,3.00,380837.17,1.00,0.00,46.00,77.00,47080171.00,0.00,0.00,0.00,49103373.00,0.00,1.00,9799902.16,0.00,0.00,184.51,35537.05,101.00,522.00
1713,6BEC29A2,1.00,22,6347.00,112.00,0.00,19.00,257.00,56.00,1.67,22.00,1.00,0.00,0.00,0.00,10.00,0.00,1.00,50.00,2.00,776638.18,1.00,0.00,100.00,89.00,77555645.00,4732.00,1105.00,159875.00,315199503.00,0.00,1.00,2267118.79,0.50,0.20,516.82,29159.76,107.00,557.00
1714,6BFA71D2,0.00,131,36404.00,60.00,9.00,105.00,917.00,0.00,0.00,0.00,5.00,0.00,0.00,8.00,40.00,0.00,1.00,50.00,8.00,439551.88,2.00,0.00,37.00,56.00,15140332.00,0.00,0.00,0.00,38849780.00,0.00,1.00,1765209.52,0.00,0.00,83.36,50551.47,101.00,567.00
1715,6C0486F9,0.00,186,22885.00,116.00,1.00,117.00,644.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,35.00,0.00,45.00,50.00,5.00,590844.21,1.00,0.00,57.00,111.00,110612014.00,0.00,0.00,0.00,524971643.00,31.00,1.00,8697520.00,0.00,0.00,150.34,29658.39,101.00,510.00
1716,6C0B38FE,0.00,274+,50485.00,128.00,105.00,64.00,1222.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,90.00,0.00,1.00,50.00,6.00,166910.69,2.00,0.00,26.00,119.00,39874891.00,0.00,0.00,0.00,46894392.00,0.00,1.00,3678435.66,0.00,0.00,66.65,25610.82,101.00,506.00
1717,6C146335,0.00,273+,55768.00,299.00,14.00,242.00,1476.00,11.00,1.75,0.00,16.00,0.00,30.00,1.00,101.00,0.00,47.00,50.00,7.00,159639.56,2.00,0.00,38.00,243.00,137077092.00,9286.00,0.00,153184.00,635810614.00,0.00,1.00,4806820.64,0.04,0.00,61.71,11006.37,101.00,522.00
1718,6C3BAF84,0.00,254,23414.00,151.00,1.00,97.00,592.00,3.00,2.00,0.00,4.00,0.00,0.00,6.00,27.00,0.00,50.00,50.00,9.00,259264.48,2.00,0.00,35.00,131.00,86940299.00,541.00,0.00,135916.00,200401197.00,0.00,1.00,5379983.95,0.02,0.00,144.39,22387.08,101.00,510.00
1719,6C3EB1DF,0.00,38,14062.00,101.00,0.00,25.00,839.00,1.00,0.00,0.00,1.00,0.00,4.88,3.00,59.00,0.00,36.00,50.00,6.00,1077886.55,2.00,0.00,9.00,83.00,19168848.00,99.00,0.00,130000.00,128753624.00,49.00,1.00,2853230.72,0.01,0.00,232.81,32397.97,101.00,557.00
1720,6C5E36B6,0.00,275+,22473.00,142.00,34.00,61.00,977.00,75.00,1.03,0.00,1.00,0.00,0.00,3.00,79.00,0.00,1.00,50.00,7.00,700243.10,2.00,0.00,173.00,132.00,18841487.00,22360.00,0.00,151787.00,400407831.00,52.00,1.00,12125433.99,0.53,0.00,143.52,22689.85,101.00,557.00
1721,6C5FB51E,0.00,274+,37518.00,280.00,0.00,173.00,1063.00,43.00,0.95,189.00,29.00,0.00,0.00,4.00,35.00,0.00,50.00,50.00,2.00,160489.67,2.00,0.00,212.00,229.00,142196227.00,27261.00,4566.00,144150.00,90431673.00,0.00,0.00,592421.08,0.15,0.68,87.82,11756.31,101.00,571.00
1722,6C60CFF2,0.00,273+,51091.00,204.00,0.00,236.00,798.00,0.00,0.00,34.00,30.00,0.00,0.00,0.00,67.00,0.00,50.00,50.00,1.00,339538.28,2.00,0.00,103.00,156.00,49398521.00,0.00,1398.00,0.00,26680012.00,196.00,0.00,276443.00,0.00,0.17,66.22,16563.34,101.00,560.00
1723,6C646069,0.00,274+,75897.00,199.00,0.00,321.00,1062.00,0.00,0.00,2.00,7.00,0.00,19.00,85.00,97.00,0.00,47.00,50.00,6.00,154811.36,2.00,0.00,274.00,183.00,139808195.00,0.00,1392.00,0.00,1113823511.00,0.00,1.00,21164373.36,0.00,0.01,43.29,16507.80,101.00,506.00
1724,6CB5183C,0.00,273+,108210.00,955.00,1.00,584.00,3023.00,176.00,1.75,114.00,39.00,0.00,3.00,1.00,217.00,0.00,45.00,50.00,3.00,127173.85,1.00,0.00,423.00,822.00,139502660.00,11010.00,1291.00,159927.00,113193841.00,483.00,1.00,780022.60,0.18,0.12,31.90,3609.09,101.00,510.00
1725,6CC082EB,0.00,273+,62570.00,732.00,5.00,378.00,1519.00,174.00,1.38,261.00,70.00,0.00,0.00,9.00,3.00,0.00,1.00,50.00,3.00,161212.97,1.00,0.00,467.00,602.00,150458839.00,12960.00,3806.00,152154.00,132064189.00,16.00,1.00,173692.76,0.24,0.36,54.15,4624.25,101.00,560.00
1726,6CDEA9A4,1.00,22,16822.00,91.00,0.00,103.00,354.00,0.00,0.00,0.00,5.00,0.00,0.00,17.00,16.00,0.00,50.00,50.00,1.00,962876.80,2.00,0.00,22.00,75.00,13939543.00,0.00,0.00,0.00,6238625.00,0.00,0.00,277823.36,0.00,0.00,176.74,32669.25,101.00,567.00
1727,6CF21EF4,1.00,20,4975.00,36.00,0.00,29.00,158.00,3.00,0.00,0.00,3.00,0.00,0.00,2.00,5.00,0.00,50.00,50.00,8.00,1118688.28,2.00,0.00,14.00,30.00,38193347.00,2604.00,0.00,130000.00,757970852.00,0.00,0.00,5966678.00,0.08,0.00,515.43,71140.86,101.00,510.00
1728,6CF6BEFB,0.00,272+,61358.00,234.00,16.00,294.00,1287.00,11.00,1.20,115.00,3.00,0.00,33.25,51.00,43.00,2.00,1.00,50.00,8.00,163844.00,2.00,0.00,264.00,196.00,76956186.00,1229.00,1692.00,146357.00,118083273.00,187.00,1.00,8908201.38,0.05,0.49,56.58,14389.08,101.00,510.00
1729,6CF866F9,0.00,273+,217173.00,1034.00,1.00,520.00,4856.00,0.00,0.00,4.00,40.00,0.00,500.00,31.00,527.00,0.00,50.00,50.00,1.00,89641.92,1.00,0.00,84.00,771.00,137255977.00,0.00,187.00,0.00,311291752.00,0.00,0.00,2721980.68,0.00,0.00,15.99,3356.54,101.00,522.00
1730,6D2C3552,0.00,274+,68499.00,388.00,1.00,299.00,2337.00,41.00,2.15,137.00,18.00,0.00,40.50,5.00,40.00,0.00,50.00,50.00,5.00,154653.55,2.00,0.00,214.00,291.00,188660335.00,4193.00,2957.00,157069.00,116695350.00,50.00,0.00,1388105.45,0.11,0.35,47.05,8298.08,101.00,510.00
1731,6D4A0877,1.00,16,18540.00,22.00,39.00,17.00,617.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,0.00,1.00,44.00,5.00,283782.33,2.00,0.00,4.00,23.00,0.00,0.00,0.00,0.00,281318.00,100.00,1.00,38211.14,0.00,0.00,56.23,47379.01,101.00,510.00
1732,6D5BD1F6,1.00,25,328.00,21.00,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,1.00,122329.46,2.00,9.00,1.00,22.00,4662474.00,0.00,0.00,0.00,1426331.00,0.00,0.00,111.86,0.00,0.00,3686.33,57573.78,152.00,502.00
1733,6D6181C3,0.00,133,2068.00,14.00,0.00,14.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,49.00,50.00,2.00,1408556.09,1.00,0.00,44.00,15.00,68878870.00,0.00,0.00,0.00,17772040.00,0.00,1.00,1471323.79,0.00,0.00,1497.18,221049.59,101.00,531.00
1734,6D7B575C,1.00,21,10694.00,36.00,1.00,23.00,197.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,50.00,50.00,10.00,758679.23,2.00,0.00,10.00,32.00,15056584.00,0.00,0.00,0.00,3038370.00,0.00,0.00,50572.72,0.00,0.00,271.83,80743.39,101.00,560.00
1735,6D7FC6F3,0.00,273+,40480.00,837.00,1.00,164.00,3221.00,169.00,1.86,0.00,38.00,0.00,0.00,2.00,170.00,0.00,19.00,50.00,5.00,162018.46,1.00,0.00,157.00,731.00,72897045.00,8659.00,0.00,153385.00,105498094.00,573.00,1.00,675834.07,0.20,0.00,85.75,4145.25,101.00,510.00
1736,6D8277FB,0.00,88,479.00,24.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,8.00,561521.03,2.00,9.00,1.00,25.00,34322093.00,0.00,0.00,0.00,24230683.00,0.00,0.00,219366.04,0.00,0.00,6779.01,135275.03,152.00,557.00
1737,6D9979F2,0.00,73,41173.00,90.00,82.00,59.00,912.00,0.00,0.00,0.00,5.00,0.00,0.00,8.00,31.00,0.00,1.00,50.00,9.00,114652.75,2.00,0.00,24.00,80.00,11146116.00,0.00,0.00,0.00,11145734.00,0.00,1.00,170150.14,0.00,0.00,28.20,12883.34,101.00,522.00
1738,6DA12EEA,0.00,273+,65446.00,369.00,8.00,370.00,1156.00,92.00,1.00,31.00,7.00,0.00,6.84,35.00,149.00,0.00,1.00,50.00,2.00,149337.60,1.00,0.00,203.00,299.00,134181806.00,12220.00,2021.00,165233.00,595587668.00,31.00,1.00,5317244.05,0.25,0.08,53.08,9395.50,101.00,510.00
1739,6DBD91F0,1.00,19,41466.00,314.00,71.00,84.00,967.00,94.00,0.81,0.00,15.00,0.00,0.00,0.00,127.00,0.00,1.00,50.00,7.00,268398.51,1.00,0.00,91.00,257.00,58805837.00,7858.00,0.00,151634.00,29777102.00,0.00,1.00,141424.38,0.30,0.00,81.83,10801.99,101.00,522.00
1740,6DD25983,1.00,17,34841.00,171.00,60.00,92.00,976.00,21.00,2.00,14.00,8.00,0.00,0.00,23.00,110.00,0.00,1.00,50.00,6.00,186208.55,1.00,0.00,63.00,126.00,11384493.00,1792.00,1363.00,147481.00,4636579.00,0.00,1.00,91587.66,0.12,0.08,71.91,14631.37,101.00,522.00
1741,6DDBE0F5,1.00,22,27714.00,56.00,104.00,9.00,618.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,1.00,50.00,1.00,250122.94,2.00,0.00,4.00,40.00,4186751.00,0.00,0.00,0.00,2559416.00,50.00,1.00,57185.09,0.00,0.00,41.07,20248.23,101.00,506.00
1742,6DDF91C7,0.00,76,65228.00,313.00,13.00,345.00,1261.00,4.00,3.00,46.00,5.00,0.00,37.00,18.00,61.00,0.00,1.00,50.00,8.00,178753.50,1.00,0.00,268.00,272.00,42956046.00,427.00,2582.00,145252.00,120005668.00,0.00,1.00,3591177.94,0.01,0.15,49.26,10222.64,101.00,567.00
1743,6E0D8250,0.00,261+,146611.00,672.00,29.00,647.00,3931.00,46.00,1.56,121.00,47.00,0.00,78.33,111.00,129.00,0.00,32.00,50.00,1.00,66838.79,2.00,0.00,601.00,548.00,65378886.00,3050.00,16246.00,147455.00,1904487224.00,99.00,1.00,4534717.17,0.07,0.18,23.61,5126.39,101.00,567.00
1744,6E24BAD0,0.00,130,7909.00,44.00,6.00,27.00,454.00,0.00,0.00,0.00,1.00,0.00,28.00,38.00,105.00,0.00,1.00,50.00,1.00,1209206.98,2.00,0.00,9.00,43.00,55941709.00,0.00,0.00,0.00,303121348.00,0.00,1.00,14818946.95,0.00,0.00,409.20,73312.69,101.00,510.00
1745,6E27B0FF,1.00,24,26999.00,44.00,63.00,15.00,198.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.00,0.00,1.00,45.00,3.00,156756.13,2.00,0.00,5.00,35.00,0.00,0.00,0.00,0.00,645248.00,0.00,1.00,4276.55,0.00,0.00,23.83,14616.13,101.00,560.00
1746,6E3D3CD7,1.00,21,7738.00,75.00,1.00,34.00,123.00,7.00,2.50,1.00,5.00,0.00,0.00,0.00,4.00,0.00,50.00,50.00,9.00,1460767.89,1.00,0.00,18.00,64.00,26776301.00,16013.00,667.00,141088.00,7005573.00,2.00,1.00,29730.93,0.09,0.01,427.90,44116.96,101.00,560.00
1747,6E486BE4,0.00,272+,34788.00,219.00,40.00,111.00,1467.00,1.00,0.00,0.00,6.00,0.00,0.00,15.00,49.00,0.00,1.00,50.00,6.00,93458.10,1.00,0.00,74.00,208.00,64569126.00,2.00,0.00,130000.00,399776644.00,112.00,1.00,1285200.11,0.00,0.00,78.35,12427.14,101.00,510.00
1748,6E4FE9FF,1.00,21,50613.00,97.00,82.00,48.00,1781.00,15.00,1.14,0.00,6.00,0.00,0.00,0.00,195.00,0.00,1.00,50.00,6.00,521441.72,1.00,0.00,38.00,86.00,11720755.00,1115.00,0.00,146733.00,292008939.00,272.00,1.00,4322307.97,0.15,0.00,30.98,16103.58,101.00,510.00
1749,6E5084F3,1.00,19,1564.00,95.00,0.00,2.00,309.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,50.00,6.00,286172.68,2.00,0.00,3.00,96.00,51144883.00,0.00,0.00,0.00,26591788.00,54.00,1.00,5452.61,0.00,0.00,2155.42,35483.77,101.00,510.00
1750,6E5B5D17,0.00,273+,149872.00,1136.00,0.00,885.00,2215.00,157.00,1.12,440.00,79.00,0.00,0.00,13.00,51.00,0.00,50.00,50.00,3.00,62622.41,1.00,0.00,751.00,932.00,81673740.00,7064.00,8777.00,150433.00,196563181.00,0.00,1.00,451355.96,0.14,0.39,23.11,3046.59,101.00,567.00
1751,6E7FF9ED,0.00,174,7111.00,42.00,2.00,31.00,196.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,14.00,0.00,13.00,50.00,7.00,1388983.58,2.00,0.00,14.00,33.00,10226703.00,0.00,0.00,0.00,10315964.00,0.00,1.00,577521.14,0.00,0.00,237.89,40233.40,101.00,553.00
1752,6E83D3BB,0.00,273+,95541.00,732.00,1.00,490.00,2982.00,57.00,1.28,0.00,60.00,0.00,17.87,3.00,326.00,0.00,47.00,50.00,2.00,92092.57,2.00,0.00,128.00,571.00,74127876.00,17879.00,0.00,149000.00,468056387.00,388.00,1.00,1415227.69,0.08,0.00,36.14,4715.36,101.00,567.00
1753,6E89CF06,1.00,16,9508.00,83.00,0.00,60.00,178.00,0.00,0.00,25.00,2.00,0.00,12.00,2.00,0.00,0.00,50.00,50.00,5.00,348063.25,1.00,0.00,54.00,58.00,149362885.00,0.00,13594.00,0.00,541048592.00,0.00,0.00,13687291.70,0.00,0.30,354.34,40584.90,101.00,560.00
1754,6EAD7EA3,0.00,53,56727.00,315.00,1.00,313.00,1307.00,27.00,1.45,149.00,24.00,0.00,6.90,20.00,164.00,0.00,18.00,50.00,1.00,151709.31,1.00,0.00,281.00,265.00,63778837.00,4399.00,2094.00,144749.00,117316076.00,0.00,1.00,2020445.31,0.09,0.47,60.96,10953.75,101.00,510.00
1755,6EBA361B,0.00,273+,92674.00,185.00,0.00,283.00,1626.00,3.00,2.00,0.00,9.00,0.00,63.75,26.00,246.00,0.00,50.00,50.00,7.00,75574.88,2.00,0.00,218.00,155.00,153923365.00,584.00,0.00,137506.00,375114990.00,0.00,1.00,5854713.82,0.02,0.00,37.40,18640.37,101.00,571.00
1756,6ED42FFD,1.00,20,652.00,28.00,0.00,1.00,9.00,20.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,50.00,5.00,2441135.88,2.00,0.00,23.00,27.00,58709111.00,2195.00,0.00,157360.00,3943755.00,0.00,1.00,102.93,0.71,0.00,3766.35,87639.34,161.00,510.00
1757,6ED5F41C,0.00,54,109413.00,464.00,46.00,287.00,1896.00,47.00,0.68,32.00,21.00,0.00,0.00,19.00,57.00,0.00,1.00,50.00,8.00,359444.89,2.00,0.00,205.00,374.00,32998320.00,12623.00,5810.00,149148.00,124547426.00,0.00,1.00,1051717.95,0.10,0.07,31.06,7322.78,101.00,567.00
1758,6F049328,1.00,24,31050.00,187.00,0.00,135.00,976.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,71.00,0.00,50.00,50.00,8.00,241294.83,1.00,0.00,26.00,154.00,27787658.00,0.00,0.00,0.00,100238659.00,117.00,0.00,537037.72,0.00,0.00,88.29,14659.63,101.00,560.00
1759,6F076A21,0.00,238,74665.00,412.00,26.00,231.00,2218.00,0.00,0.00,0.00,23.00,0.00,0.00,7.00,45.00,0.00,1.00,50.00,10.00,285227.51,1.00,0.00,11.00,336.00,17611730.00,0.00,0.00,0.00,195198227.00,0.00,1.00,646706.55,0.00,0.00,46.24,8190.56,101.00,557.00
1760,6F1625F3,0.00,276+,6676.00,212.00,0.00,5.00,230.00,3.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,2.00,257655.78,2.00,0.00,7.00,209.00,30144612.00,23183.00,0.00,134800.00,219510839.00,0.00,1.00,48687.18,0.01,0.00,466.22,14670.11,101.00,557.00
1761,6F1AA6EF,0.00,273+,34155.00,178.00,0.00,68.00,577.00,16.00,1.29,0.00,12.00,0.00,0.00,0.00,23.00,0.00,50.00,50.00,3.00,554778.73,1.00,0.00,33.00,152.00,48881749.00,3835.00,0.00,144604.00,6072935.00,0.00,1.00,56694.71,0.09,0.00,99.42,19072.86,101.00,560.00
1762,6F1C4D6F,0.00,61,102826.00,960.00,64.00,312.00,3004.00,116.00,0.23,0.00,82.00,0.00,0.00,0.00,88.00,0.00,1.00,50.00,5.00,293697.51,2.00,0.00,175.00,778.00,28355290.00,1859.00,0.00,151210.00,24597561.00,97.00,1.00,113269.76,0.12,0.00,32.56,3483.81,101.00,560.00
1763,6F2B30B1,0.00,135,3470.00,22.00,0.00,45.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,46.00,50.00,3.00,1136832.56,2.00,0.00,11.00,21.00,49723842.00,0.00,0.00,0.00,236345165.00,0.00,1.00,27351201.77,0.00,0.00,948.18,149548.85,101.00,553.00
1764,6F31ADC5,0.00,74,14162.00,111.00,5.00,41.00,507.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,48.00,0.00,23.00,50.00,3.00,431562.86,1.00,0.00,10.00,98.00,10256500.00,0.00,0.00,0.00,54439980.00,0.00,1.00,531521.93,0.00,0.00,206.15,26299.69,101.00,522.00
1765,6F37C2FC,1.00,17,84.00,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,5.00,657863.09,1.00,9.00,1.00,5.00,2688886.00,0.00,0.00,0.00,433154.00,0.00,0.00,108335.00,0.00,0.00,16550.74,347539.38,152.00,502.00
1766,6F444DEA,0.00,272+,32529.00,91.00,1.00,96.00,1331.00,0.00,0.00,0.00,23.00,0.00,7.20,10.00,240.00,0.00,47.00,50.00,9.00,176081.64,1.00,0.00,16.00,84.00,83984834.00,0.00,0.00,0.00,185029366.00,175.00,1.00,8435429.60,0.00,0.00,103.88,37130.16,101.00,574.00
1767,6F53DCF3,0.00,139,62215.00,81.00,116.00,56.00,997.00,4.00,0.33,0.00,3.00,0.00,0.00,4.00,60.00,0.00,1.00,50.00,5.00,81657.75,2.00,0.00,19.00,74.00,9438510.00,189.00,0.00,135637.00,485381625.00,0.00,1.00,7537068.81,0.05,0.00,24.90,18997.12,101.00,506.00
1768,6F588B03,0.00,279+,4752.00,23.00,0.00,29.00,189.00,0.00,0.00,0.00,2.00,0.00,2.14,4.00,52.00,0.00,50.00,50.00,6.00,500161.39,1.00,0.00,13.00,25.00,51561328.00,0.00,0.00,0.00,67672305.00,0.00,0.00,4641346.17,0.00,0.00,616.55,121584.46,101.00,510.00
1769,6F5CB5F0,0.00,273+,73081.00,566.00,1.00,328.00,1289.00,18.00,1.25,198.00,34.00,0.00,40.50,4.00,34.00,0.00,50.00,50.00,7.00,100780.62,2.00,0.00,357.00,464.00,38550358.00,12698.00,4033.00,142973.00,59221309.00,0.00,1.00,320820.00,0.03,0.35,47.38,6011.78,101.00,560.00
1770,6F5D0CAE,0.00,273+,72512.00,568.00,21.00,363.00,3180.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,99.00,0.00,1.00,50.00,6.00,243243.51,2.00,0.00,16.00,475.00,22608379.00,0.00,0.00,0.00,45118824.00,215.00,1.00,198827.92,0.00,0.00,47.33,6034.23,101.00,510.00
1771,6F613F4A,1.00,20,55621.00,506.00,206.00,275.00,1312.00,0.00,0.00,0.00,25.00,0.00,12.00,8.00,115.00,0.00,1.00,50.00,1.00,116442.48,2.00,0.00,57.00,405.00,25328723.00,0.00,0.00,0.00,300281238.00,0.00,1.00,4918614.50,0.00,0.00,62.11,6778.84,101.00,560.00
1772,6F8EA4F2,0.00,273+,41481.00,146.00,4.00,6.00,1165.00,9.00,2.00,0.00,3.00,0.00,0.00,0.00,128.00,0.00,50.00,50.00,1.00,78789.35,2.00,0.00,16.00,144.00,52500280.00,5797.00,0.00,144307.00,49373490.00,69.00,1.00,832465.79,0.06,0.00,82.22,23346.94,101.00,522.00
1773,6F9616F5,0.00,273+,23749.00,146.00,0.00,134.00,350.00,0.00,0.00,12.00,21.00,0.00,0.00,0.00,4.00,0.00,50.00,50.00,9.00,442623.35,1.00,0.00,49.00,124.00,120189006.00,0.00,8291.00,0.00,59103000.00,0.00,1.00,561821.10,0.00,0.08,137.22,22268.38,101.00,560.00
1774,6F994CF0,0.00,80,94163.00,410.00,88.00,252.00,2859.00,0.00,0.00,14.00,13.00,0.00,24.29,15.00,307.00,0.00,1.00,50.00,1.00,112507.78,1.00,0.00,130.00,311.00,100324095.00,0.00,4185.00,0.00,932714682.00,46.00,1.00,7762422.46,0.00,0.03,34.98,8033.80,101.00,510.00
1775,6F9FCDEC,0.00,262,9309.00,45.00,0.00,68.00,114.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,1.00,0.00,50.00,50.00,5.00,510136.38,2.00,0.00,34.00,38.00,221074169.00,0.00,26184.00,0.00,1519914463.00,0.00,1.00,10551060.11,0.00,0.13,333.92,69073.48,101.00,560.00
1776,6FA3B8F3,0.00,271+,81713.00,643.00,0.00,316.00,1747.00,121.00,1.33,0.00,44.00,0.00,0.00,0.00,125.00,0.00,18.00,50.00,2.00,277132.00,2.00,0.00,132.00,522.00,98774341.00,5777.00,0.00,150677.00,111017196.00,0.00,1.00,785550.90,0.19,0.00,41.54,5276.94,101.00,560.00
1777,6FA89CF8,0.00,274+,62690.00,474.00,24.00,215.00,1797.00,79.00,0.93,0.00,3.00,0.00,76.50,0.00,154.00,0.00,18.00,50.00,6.00,212290.95,2.00,0.00,92.00,405.00,72106646.00,4701.00,0.00,155823.00,75767754.00,99.00,1.00,699262.71,0.17,0.00,54.02,7144.02,101.00,522.00
1778,6FB64FF5,1.00,20,13883.00,11.00,44.00,8.00,262.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,16.00,0.00,1.00,45.00,9.00,262859.68,1.00,0.00,3.00,11.00,0.00,0.00,0.00,0.00,4527865.00,0.00,1.00,263355.18,0.00,0.00,32.54,40882.93,101.00,567.00
1779,6FC61585,0.00,273+,215275.00,866.00,2.00,737.00,2820.00,0.00,0.00,117.00,39.00,0.00,0.00,6.00,128.00,0.00,32.00,50.00,7.00,125825.15,1.00,0.00,238.00,669.00,49114773.00,0.00,879.00,0.00,17482198.00,254.00,1.00,324328.55,0.00,0.14,15.81,3925.78,101.00,560.00
1780,6FCF316E,0.00,188,64682.00,557.00,8.00,344.00,1268.00,0.00,0.00,146.00,52.00,0.00,0.00,0.00,76.00,0.00,45.00,50.00,9.00,84792.70,1.00,0.00,224.00,471.00,27921056.00,0.00,1134.00,0.00,41247757.00,0.00,1.00,388974.46,0.00,0.26,53.47,6208.36,101.00,560.00
1781,6FEF893E,0.00,244,19833.00,123.00,0.00,124.00,236.00,0.00,0.00,0.00,12.00,0.00,0.00,1.00,32.00,0.00,44.00,50.00,3.00,594532.11,2.00,0.00,23.00,102.00,71559598.00,0.00,0.00,0.00,46168183.00,0.00,1.00,44790.54,0.00,0.00,157.60,25348.10,101.00,560.00
1782,6FF4E7F5,0.00,274+,8915.00,77.00,0.00,51.00,142.00,0.00,0.00,41.00,2.00,0.00,0.00,0.00,2.00,0.00,50.00,50.00,9.00,261443.61,1.00,0.00,265.00,70.00,53417215.00,0.00,1507.00,0.00,38831307.00,6.00,1.00,86705.53,0.00,0.53,155.25,17972.78,101.00,560.00
1783,6FF7505E,0.00,243,10725.00,219.00,0.00,77.00,369.00,37.00,0.42,161.00,0.00,0.00,0.00,0.00,55.00,0.00,27.00,50.00,7.00,420040.79,2.00,9.00,207.00,194.00,33818659.00,24066.00,2452.00,148312.00,11064541.00,0.00,1.00,348083.91,0.17,0.74,306.13,14989.49,101.00,531.00
1784,7012F831,0.00,273+,90777.00,772.00,22.00,586.00,1729.00,138.00,1.23,0.00,80.00,0.00,0.00,31.00,103.00,0.00,39.00,50.00,5.00,158208.99,2.00,0.00,454.00,600.00,60031737.00,19597.00,0.00,157613.00,83887886.00,54.00,1.00,151663.63,0.18,0.00,38.10,4476.78,101.00,560.00
1785,70330141,0.00,273+,17518.00,340.00,0.00,159.00,370.00,76.00,0.65,44.00,29.00,0.00,0.00,0.00,2.00,0.00,50.00,50.00,3.00,255293.88,2.00,0.00,147.00,288.00,115301834.00,24971.00,22831.00,145051.00,57528173.00,0.00,1.00,133532.06,0.22,0.13,193.31,9959.58,101.00,560.00
1786,704174A4,0.00,271+,51926.00,246.00,0.00,314.00,1026.00,19.00,1.11,0.00,31.00,0.00,0.00,9.00,126.00,0.00,50.00,50.00,6.00,320427.63,2.00,0.00,90.00,180.00,27776272.00,1968.00,0.00,142870.00,247145200.00,0.00,0.00,944528.52,0.08,0.00,65.08,13684.87,101.00,522.00
